Brand,Battery_capacity(mAh),Screen_size(inches),Processor,RAM(GB),Internal_storage(GB),Operating system,Number of SIMs,Price,Resolution_width(px),Resolution_height(px),Rear_Camera(MP),Front_Camera(MP)
vivo,5000,6,8,6,128,android,2,17990,2340.0,1080.0,16,32
vivo,4030,6,8,2,32,android,2,8705,1520.0,720.0,13,5
vivo,4030,6,8,2,32,android,2,8949,1520.0,720.0,13,5
vivo,5000,6,8,4,128,android,2,16375,1080.0,2340.0,16,16
vivo,4500,6,8,8,256,android,2,31990,2400.0,1080.0,48,32
vivo,4500,6,8,8,128,android,2,27990,2400.0,1080.0,48,32
vivo,4500,6,8,8,128,android,2,27990,2400.0,1080.0,48,32
vivo,4500,6,8,8,256,android,2,31990,2400.0,1080.0,48,32
vivo,4500,6,8,8,128,android,2,24990,2400.0,1080.0,48,32
vivo,4500,6,8,8,128,android,2,24990,2400.0,1080.0,48,32
vivo,5000,6,8,3,64,android,2,11990,720.0,1544.0,13,8
vivo,4500,6,8,6,64,android,2,18990,1080.0,2340.0,16,32
vivo,4500,6,8,4,128,android,2,16990,1080.0,2340.0,16,32
vivo,4500,6,8,6,128,android,2,19990,1080.0,2340.0,16,32
vivo,4500,6,8,4,128,android,2,16990,1080.0,2340.0,16,32
vivo,4500,6,8,6,128,android,2,19990,1080.0,2340.0,16,32
vivo,4030,6,8,2,16,android,2,9199,1520.0,720.0,13,5
vivo,3700,6,8,6,128,android,2,22399,2340.0,1080.0,48,32
vivo,5000,6,8,4,128,android,2,13990,720.0,1544.0,13,20
vivo,3700,6,8,6,128,android,2,21099,2340.0,1080.0,48,32
vivo,4100,6,8,8,128,android,2,29499,2400.0,1080.0,48,32
vivo,4100,6,8,8,128,android,2,29499,2400.0,1080.0,48,32
vivo,5000,6,8,3,64,android,2,11490,720.0,1544.0,13,8
vivo,3700,6,8,8,128,android,2,28499,2340.0,1080.0,48,32
vivo,3400,6,8,6,64,android,2,28990,2340.0,1080.0,12,25
vivo,4000,6,8,8,128,android,2,29990,2316.0,1080.0,12,8
vivo,3260,6,8,3,32,android,2,13990,1520.0,720.0,13,5
vivo,3260,6,8,4,32,android,2,16990,2280.0,1080.0,16,16
vivo,4000,6,8,6,64,android,2,21099,2340.0,1080.0,12,32
vivo,4030,6,8,4,32,android,2,15500,1520.0,720.0,13,8
vivo,4030,6,8,3,64,android,2,14990,1520.0,720.0,13,8
vivo,4030,6,8,2,32,android,2,11990,1520.0,720.0,13,8
vivo,3000,5,8,4,32,android,2,18900,1440.0,720.0,16,24
vivo,3000,5,8,4,32,android,2,15990,1440.0,720.0,16,24
vivo,3260,6,8,4,32,android,2,11999,1520.0,720.0,13,8
vivo,3260,6,8,4,64,android,2,24000,2280.0,1080.0,16,24
vivo,3360,6,8,2,16,android,2,8900,1440.0,720.0,8,5
vivo,4030,6,8,4,32,android,2,15990,1520.0,720.0,13,8
vivo,5000,6,8,3,32,android,2,10990,720.0,1544.0,13,8
vivo,5000,6,8,6,64,android,2,14990,2340.0,1080.0,16,32
vivo,5000,6,8,4,64,android,2,13990,2340.0,1080.0,16,32
vivo,5000,6,8,6,64,android,2,14990,2340.0,1080.0,16,32
vivo,5000,6,8,4,64,android,2,12990,720.0,1544.0,13,8
vivo,5000,6,8,4,64,android,2,12990,720.0,1544.0,13,8
vivo,3260,6,8,4,64,android,2,17990,2280.0,1080.0,13,16
vivo,3260,6,8,4,64,android,2,17990,2280.0,1080.0,13,16
vivo,3260,6,8,3,32,android,2,11500,1520.0,720.0,13,5
vivo,3260,6,8,4,32,android,2,17999,2280.0,1080.0,16,16
vivo,4030,6,8,3,32,android,2,9990,1520.0,720.0,13,8
vivo,3360,6,8,3,16,android,2,10900,1440.0,720.0,13,5
vivo,3360,6,8,4,32,android,2,12000,1440.0,720.0,13,5
vivo,3225,5,8,4,64,android,2,22325,1440.0,720.0,16,24
vivo,2730,5,8,3,16,android,2,13995,1280.0,720.0,13,5
vivo,2730,5,8,3,16,android,2,13529,1280.0,720.0,13,5
vivo,3260,6,8,2,16,android,2,11990,1520.0,720.0,13,5
vivo,4030,6,8,4,32,android,2,15500,1520.0,720.0,13,8
vivo,4030,6,8,3,64,android,2,14990,1520.0,720.0,13,8
vivo,4030,6,8,2,32,android,2,11990,1520.0,720.0,13,8
vivo,3000,5,8,4,32,android,2,18900,1440.0,720.0,16,24
vivo,3000,5,8,4,32,android,2,15990,1440.0,720.0,16,24
vivo,3260,6,8,4,32,android,2,11999,1520.0,720.0,13,8
vivo,3260,6,8,4,64,android,2,24000,2280.0,1080.0,16,24
vivo,3360,6,8,2,16,android,2,8900,1440.0,720.0,8,5
vivo,4030,6,8,4,32,android,2,15990,1520.0,720.0,13,8
vivo,5000,6,8,4,64,android,2,13990,2340.0,1080.0,16,32
vivo,5000,6,8,6,64,android,2,14990,2340.0,1080.0,16,32
vivo,5000,6,8,6,64,android,2,14990,2340.0,1080.0,16,32
vivo,5000,6,8,4,64,android,2,12990,720.0,1544.0,13,8
vivo,5000,6,8,3,64,android,2,11490,720.0,1544.0,13,8
vivo,5000,6,8,4,64,android,2,12990,720.0,1544.0,13,8
vivo,3260,6,8,4,64,android,2,17990,2280.0,1080.0,13,16
vivo,3260,6,8,4,64,android,2,17990,2280.0,1080.0,13,16
vivo,3360,6,8,3,16,android,2,10900,1440.0,720.0,13,5
vivo,3360,6,8,4,32,android,2,12000,1440.0,720.0,13,5
vivo,4030,6,8,2,32,android,2,8998,1520.0,720.0,13,5
vivo,4030,6,8,2,32,android,2,8990,1520.0,720.0,13,8
vivo,3000,5,8,3,32,android,2,14914,1280.0,720.0,13,16
vivo,3260,6,8,4,32,android,2,14538,1520.0,720.0,13,5
samsung,6000,6,8,4,128,android,2,17490,2340.0,1080.0,48,16
samsung,5000,6,8,4,64,android,2,16499,1600.0,720.0,48,13
samsung,5000,6,8,4,64,android,2,16499,1600.0,720.0,48,13
samsung,5000,6,8,6,64,android,2,18499,1600.0,720.0,48,13
samsung,5000,6,8,6,64,android,2,18499,1600.0,720.0,48,13
samsung,5000,6,8,6,64,android,2,18499,1600.0,720.0,48,13
samsung,5000,6,8,4,64,android,2,17490,1600.0,720.0,48,13
samsung,6000,6,8,4,64,android,2,15999,2340.0,1080.0,48,20
samsung,6000,6,8,4,64,android,2,15990,2340.0,1080.0,48,20
samsung,2600,5,8,1,16,android,2,6299,960.0,540.0,8,5
samsung,6000,6,8,6,128,android,2,19900,2340.0,1080.0,64,32
samsung,4500,6,8,8,512,android,2,47999,1080.0,2400.0,48,32
samsung,4500,6,8,8,512,android,2,47999,1080.0,2400.0,48,32
samsung,2000,4,8,1,8,android,2,6000,540.0,960.0,5,2
samsung,3600,5,8,3,64,android,2,20995,1920.0,1080.0,13,13
samsung,3000,5,8,2,16,android,2,11995,1280.0,720.0,13,5
samsung,3000,5,8,2,16,android,2,10995,1280.0,720.0,13,5
infinix,5000,6,8,4,64,android,2,9999,1600.0,720.0,48,8
infinix,5000,6,8,4,64,android,2,9999,1600.0,720.0,48,8
infinix,5000,6,8,4,64,android,2,8999,1600.0,720.0,13,8
infinix,5000,6,8,4,64,android,2,8999,1600.0,720.0,13,8
infinix,4000,5,8,4,64,android,2,10999,1080.0,2160.0,16,16
infinix,4000,6,8,4,64,android,2,11499,2340.0,1080.0,48,16
infinix,4000,6,8,4,64,android,2,11499,2340.0,1080.0,48,16
infinix,4000,5,8,4,64,android,2,10999,1080.0,2160.0,16,16
infinix,4000,6,8,3,32,android,2,10999,1500.0,720.0,13,16
infinix,4000,6,8,3,32,android,2,10999,1500.0,720.0,13,16
infinix,4500,5,8,4,64,android,2,7699,1080.0,2160.0,12,16
infinix,4500,5,8,4,64,android,2,7699,1080.0,2160.0,12,16
infinix,4000,6,8,4,64,android,2,9999,1500.0,720.0,13,13
infinix,4000,6,8,4,64,android,2,9999,1500.0,720.0,13,13
infinix,4000,6,8,4,64,android,2,9999,1500.0,720.0,13,13
infinix,4500,5,8,3,32,android,2,7599,1080.0,2160.0,12,16
infinix,4000,5,8,4,64,android,2,11999,720.0,1440.0,13,20
infinix,4000,5,8,4,64,android,2,11999,1440.0,720.0,13,20
infinix,4000,5,8,4,64,android,2,11999,,,13,20
infinix,4000,6,8,4,64,android,2,8499,720.0,1600.0,16,16
infinix,4000,6,8,4,64,android,2,8499,720.0,1600.0,16,16
infinix,4000,6,8,4,64,android,2,8499,720.0,1600.0,16,16
infinix,4500,5,8,3,32,android,2,7599,1080.0,2160.0,12,16
infinix,4350,5,8,6,128,android,2,19999,1080.0,1920.0,12,16
infinix,4000,6,8,3,32,android,2,9599,720.0,1520.0,13,32
infinix,4000,6,8,3,32,android,2,9599,720.0,1520.0,13,32
infinix,4000,6,8,3,32,android,2,9599,720.0,1520.0,13,32
infinix,4000,6,8,4,64,android,2,9599,720.0,1600.0,16,32
infinix,4000,6,8,4,64,android,2,9599,720.0,1600.0,16,32
infinix,4000,5,8,3,32,android,2,9999,,,13,20
infinix,4000,5,8,3,32,android,2,9999,,,13,20
infinix,4000,5,8,3,32,android,2,9999,720.0,1440.0,13,20
infinix,4000,5,8,3,32,android,2,9999,720.0,1440.0,13,20
infinix,4500,5,8,4,64,android,2,7699,1080.0,2160.0,12,16
infinix,4350,5,8,6,64,android,2,17999,1080.0,1920.0,12,16
infinix,4350,5,8,6,64,android,2,17999,1080.0,1920.0,12,16
poco,4000,6,8,6,128,android,2,18999,2160.0,1080.0,12,20
poco,4000,6,8,8,256,android,2,22999,2160.0,1080.0,12,20
poco,4000,6,8,8,256,android,2,22999,2160.0,1080.0,12,20
poco,4000,6,8,8,256,android,2,22999,2160.0,1080.0,12,20
poco,4000,6,8,6,64,android,2,19999,2160.0,1080.0,12,20
poco,4500,6,8,8,256,android,2,21499,2400.0,1080.0,64,20
poco,4500,6,8,6,64,android,2,17499,2400.0,1080.0,64,20
poco,4500,6,8,6,64,android,2,17499,2400.0,1080.0,64,20
poco,4500,6,8,6,128,android,2,18499,2400.0,1080.0,64,20
poco,4500,6,8,6,128,android,2,18499,2400.0,1080.0,64,20
poco,4500,6,8,8,256,android,2,21499,2400.0,1080.0,64,20
poco,4500,6,8,8,256,android,2,21499,2400.0,1080.0,64,20
poco,4500,6,8,6,64,android,2,17499,2400.0,1080.0,64,20
poco,4500,6,8,6,128,android,2,18499,2400.0,1080.0,64,20
poco,4000,6,8,6,128,android,2,18999,2160.0,1080.0,12,20
poco,4000,6,8,6,128,android,2,18999,2160.0,1080.0,12,20
poco,4000,6,8,8,256,android,2,22999,2160.0,1080.0,12,20
poco,4000,6,8,6,128,android,2,18999,2160.0,1080.0,12,20
poco,4500,6,8,6,128,android,2,18499,2400.0,1080.0,64,20
poco,4500,6,8,6,128,android,2,18499,2400.0,1080.0,64,20
poco,4000,6,8,6,64,android,2,19999,2160.0,1080.0,12,20
poco,4000,6,8,6,64,android,2,19999,2160.0,1080.0,12,20
poco,5000,6,8,6,64,android,2,14999,2400.0,1080.0,48,16
poco,5000,6,8,6,128,android,2,16999,2400.0,1080.0,48,16
poco,5000,6,8,4,64,android,2,13999,2400.0,1080.0,48,16
poco,5000,6,8,6,128,android,2,16999,2400.0,1080.0,48,16
poco,5000,6,8,6,128,android,2,16999,2400.0,1080.0,48,16
poco,5000,6,8,6,64,android,2,14999,2400.0,1080.0,48,16
poco,5000,6,8,6,64,android,2,14999,2400.0,1080.0,48,16
poco,5000,6,8,4,64,android,2,13999,2400.0,1080.0,48,16
poco,5000,6,8,4,64,android,2,13999,2400.0,1080.0,48,16
oppo,4230,6,8,4,64,android,2,12490,1600.0,720.0,12,8
oppo,4230,6,8,6,128,android,2,14990,1600.0,720.0,12,8
oppo,4230,6,8,6,128,android,2,14990,1600.0,720.0,12,8
oppo,4230,6,8,4,64,android,2,12490,1600.0,720.0,12,8
oppo,5000,6,8,4,128,android,2,16990,1600.0,720.0,48,16
oppo,4230,6,8,3,32,android,2,9990,1520.0,720.0,13,5
oppo,4230,6,8,3,32,android,2,9990,1520.0,720.0,13,5
oppo,4230,6,8,2,32,android,2,8990,1520.0,720.0,13,8
oppo,4000,6,8,8,128,android,2,18990,2400.0,1080.0,48,16
oppo,4000,6,8,8,128,android,2,18990,2400.0,1080.0,48,16
oppo,5000,6,8,6,128,android,2,16990,2400.0,1080.0,12,16
oppo,5000,6,8,6,128,android,2,16990,2400.0,1080.0,12,16
oppo,4230,6,8,2,32,android,2,8990,1520.0,720.0,13,5
oppo,4230,6,8,2,32,android,2,8990,1520.0,720.0,13,5
oppo,4230,6,8,4,64,android,2,11990,1520.0,720.0,13,8
oppo,5000,6,8,8,128,android,2,15990,1600.0,720.0,48,16
oppo,4000,6,8,8,128,android,2,18990,2400.0,1080.0,48,16
oppo,4230,6,8,4,64,android,2,15899,1520.0,720.0,13,8
oppo,4025,6,8,8,128,android,2,29990,2400.0,1080.0,64,44
oppo,4025,6,8,8,128,android,2,29990,2400.0,1080.0,64,44
oppo,4025,6,8,8,128,android,2,29990,2400.0,1080.0,64,44
oppo,4230,6,8,2,32,android,2,12990,1520.0,720.0,13,8
oppo,4000,6,8,6,64,android,2,14990,2340.0,1080.0,48,16
oppo,4065,6,8,8,256,android,2,41990,2340.0,1080.0,48,16
oppo,4000,6,8,8,256,android,2,38990,2340.0,1080.0,48,16
oppo,3730,6,8,8,256,android,2,60990,2340.0,1080.0,16,25
oppo,3730,6,8,8,256,android,2,60990,2340.0,1080.0,16,25
oppo,4000,6,8,8,256,android,2,29999,2340.0,1080.0,48,16
oppo,3180,5,8,4,64,android,2,14499,1440.0,720.0,13,8
oppo,5000,6,8,8,128,android,2,15990,1600.0,720.0,48,16
oppo,4230,6,8,3,32,android,2,13744,1520.0,720.0,13,8
oppo,4230,6,8,2,32,android,2,12990,1520.0,720.0,13,8
oppo,4230,6,8,3,32,android,2,9490,1520.0,720.0,13,8
oppo,3600,6,8,6,64,android,2,18989,2340.0,1080.0,16,25
oppo,3500,6,8,6,64,android,2,19990,2340.0,1080.0,16,25
oppo,3600,6,8,6,64,android,2,19038,2340.0,1080.0,16,25
oppo,4020,6,8,6,128,android,2,17990,1080.0,2340.0,48,16
oppo,4000,6,8,2,32,android,2,8490,720.0,1560.0,8,5
oppo,4230,6,8,3,64,android,2,13990,1520.0,720.0,13,16
oppo,3500,6,8,6,64,android,2,19990,2340.0,1080.0,16,25
oppo,3600,6,8,4,64,android,2,19600,2340.0,1080.0,16,25
oppo,3500,6,8,6,64,android,2,21150,2340.0,1080.0,16,25
oppo,4230,6,8,4,64,android,2,17500,1520.0,720.0,13,16
oppo,4230,6,8,3,32,android,2,12990,1520.0,720.0,13,8
oppo,4230,6,8,4,64,android,2,14495,1520.0,720.0,13,8
oppo,4230,6,8,2,16,android,2,9500,1520.0,720.0,13,8
oppo,4230,6,8,2,16,android,2,9500,1520.0,720.0,13,8
oppo,5000,6,8,4,128,android,2,13990,1600.0,720.0,48,16
oppo,4230,6,8,4,64,android,2,11490,1520.0,720.0,13,5
oppo,4230,6,8,4,64,android,2,11490,1520.0,720.0,13,5
oppo,4000,6,8,6,128,android,2,16990,2340.0,1080.0,48,16
oppo,4000,6,8,6,128,android,2,16990,2340.0,1080.0,48,16
oppo,3700,6,8,8,128,android,2,31590,2340.0,1080.0,12,25
oppo,3180,5,8,3,32,android,2,13490,1440.0,720.0,13,8
oppo,3180,5,8,2,16,android,2,9490,1440.0,720.0,13,8
oppo,3400,6,8,4,64,android,2,22990,2280.0,1080.0,16,25
oppo,4020,6,8,4,128,android,2,13990,1080.0,2340.0,48,16
oppo,4020,6,8,4,128,android,2,13990,1080.0,2340.0,48,16
oppo,4020,6,8,6,128,android,2,17990,1080.0,2340.0,48,16
oppo,3075,5,8,4,64,android,2,18990,1280.0,720.0,13,16
oppo,3075,5,8,4,64,android,2,18990,1280.0,720.0,13,16
oppo,3075,5,8,4,64,android,2,18990,1280.0,720.0,13,16
oppo,3075,5,8,3,32,android,2,11990,720.0,1280.0,13,16
oppo,3000,5,8,3,16,android,2,8490,1280.0,720.0,13,5
oppo,4230,6,8,3,32,android,2,12990,1520.0,720.0,13,8
oppo,3200,5,8,4,64,android,2,18000,1920.0,1080.0,13,16
oppo,4230,6,8,4,32,android,2,13500,1520.0,720.0,13,8
oppo,3180,5,8,4,64,android,2,13990,1440.0,720.0,13,8
oppo,3500,6,8,4,64,android,2,17000,2340.0,1080.0,16,16
oppo,4230,6,8,4,64,android,2,15000,1520.0,720.0,13,8
oppo,4230,6,8,4,64,android,2,14495,1520.0,720.0,13,8
oppo,4230,6,8,2,16,android,2,9500,1520.0,720.0,13,8
oppo,4230,6,8,2,16,android,2,9500,1520.0,720.0,13,8
oppo,4065,6,8,8,256,android,2,41990,2340.0,1080.0,48,16
oppo,4065,6,8,6,128,android,2,38990,2340.0,1080.0,48,16
oppo,5000,6,8,4,128,android,2,13990,1600.0,720.0,48,16
oppo,4230,6,8,4,64,android,2,11490,1520.0,720.0,13,5
oppo,4230,6,8,4,64,android,2,11490,1520.0,720.0,13,5
oppo,4000,6,8,6,128,android,2,16990,2340.0,1080.0,48,16
oppo,4000,6,8,6,128,android,2,16990,2340.0,1080.0,48,16
oppo,3700,6,8,8,128,android,2,31590,2340.0,1080.0,12,25
oppo,3180,5,8,3,32,android,2,13490,1440.0,720.0,13,8
oppo,3180,5,8,2,16,android,2,9490,1440.0,720.0,13,8
oppo,3400,6,8,4,64,android,2,22990,2280.0,1080.0,16,25
oppo,4020,6,8,4,128,android,2,13990,1080.0,2340.0,48,16
oppo,4020,6,8,4,128,android,2,13990,1080.0,2340.0,49,16
