Brand,Battery capacity,Screen size,Resolution,Processor,RAM,Internal storage,Camera,Operating system,Number of SIMs,Price
Honor,3600 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,8 MP Rear +  8 MP Front Camera,Android,2,26499
HTC,2600 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,25500
HTC,2600 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,28500
Motorola,3220 mAh,6 inch,1440 x 2560 px,4,3000 mb,32 GB,13 MP Rear +  2 MP Front Camera,Android,1,13490
HTC,2400 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,1,10990
BlackBerry,3450 mAh,5 inch,1440 x 1440 px,4,3000 mb,32 GB,13 MP Rear +  2 MP Front Camera,BlackBerry,1,15999
Apple,2915 mAh,6 inch,1080 x 1920 px,1,1000 mb,16 GB,8 MP Rear +  1.2 MP Front Camera,iOS,1,23999
Apple,1810 mAh,5 inch,750 x 1334 px,2,1000 mb,16 GB,8 MP Rear +  1.2 MP Front Camera,iOS,1,15999
Motorola,2300 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,13 MP Rear +  2 MP Front Camera,Android,1,23999
Motorola,2070 mAh,5 inch,720 x 1280 px,4,1000 mb,,8 MP Rear +  2 MP Front Camera,Android,2,13500
Sony,2600 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,20.7 MP Rear +  2.2 MP Front Camera,Android,1,38990
Samsung,3220 mAh,6 inch,1440 x 2560 px,4,3000 mb,32 GB,16 MP Rear +  3.7 MP Front Camera,Android,1,27900
Samsung,3000 mAh,6 inch,1600 x 2560 px,4,3000 mb,32 GB,16 MP Rear +  3.7 MP Front Camera,Android,1,29950
Xiaomi,3080 mAh,5 inch,1080 x 1920 px,4,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,7987
Lenovo,4000 mAh,6 inch,1440 x 2560 px,4,3000 mb,32 GB,16 MP Rear +  5 MP Front Camera,Android,2,29999
OnePlus,3100 mAh,6 inch,1080 x 1920 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Cyanogen,1,21999
Samsung,2800 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,16 MP Rear +  2 MP Front Camera,Android,1,33999
Sony,3200 mAh,5 inch,1080 x 1920 px,4,3000 mb,16 GB,20.7 MP Rear +  2.2 MP Front Camera,Android,1,35990
Sony,2300 mAh,4 inch,720 x 1280 px,4,2000 mb,16 GB,20.7 MP Rear +  2 MP Front Camera,Android,1,11999
Gionee,2500 mAh,6 inch,1080 x 1920 px,4,2000 mb,16 GB,16 MP Rear +  8 MP Front Camera,Android,1,3699
Samsung,2600 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  1.9 MP Front Camera,Android,2,15999
Motorola,2070 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  1.3 MP Front Camera,Android,2,9999
LG,2300 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,8 MP Rear +  1.3 MP Front Camera,Android,1,12000
Nokia,3400 mAh,6 inch,1080 x 1920 px,4,2000 mb,32 GB,20 MP Rear +  1.2 MP Front Camera,Windows,1,34990
Apple,1507 mAh,4 inch,640 x 1136 px,2,1000 mb,8 GB,8 MP Rear +  1.2 MP Front Camera,iOS,1,8499
Xiaomi,3050 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,13 MP Rear +  2 MP Front Camera,Android,1,13999
Samsung,3200 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  2 MP Front Camera,Android,1,50650
Sony,3000 mAh,5 inch,1080 x 1920 px,1,2000 mb,16 GB,20.7 MP Rear +  2 MP Front Camera,Android,1,56699
LG,3000 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,13 MP Rear +  2.1 MP Front Camera,Android,1,22499
Motorola,2200 mAh,5 inch,720 x 1280 px,2,2000 mb,16 GB,10 MP Rear +  2 MP Front Camera,Android,1,15000
Sony,2330 mAh,5 inch,1080 x 1920 px,4,2000 mb,16 GB,13.1 MP Rear +  2.2 MP Front Camera,Android,1,32490
Samsung,2100 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  1.9 MP Front Camera,Android,1,5999
Samsung,2600 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  2 MP Front Camera,Android,1,57915
Nokia,2000 mAh,5 inch,768 x 1280 px,2,1000 mb,32 GB,8.7 MP Rear +  1.3 MP Front Camera,Windows,1,8999
Oppo,4000 mAh,6 inch,1080 x 2400 px,8,8000 mb,128 GB,48 MP Rear +  16 MP Front Camera,Android,2,18690
Vivo,4500 mAh,6 inch,1080 x 2340 px,8,8000 mb,128 GB,48 MP Rear +  32 MP Front Camera,Android,2,18599
Motorola,4000 mAh,6 inch,1080 x 2280 px,8,4000 mb,64 GB,48 MP Rear +  25 MP Front Camera,Android,2,12999
Motorola,4000 mAh,6 inch,720 x 1520 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,2,8999
Vivo,5000 mAh,6 inch,720 x 1544 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8990
Xiaomi,5000 mAh,6 inch,720 x 1520 px,8,2000 mb,32 GB,12 MP Rear +  8 MP Front Camera,Android,2,6499
Oppo,5000 mAh,7 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear +  16 MP Front Camera,Android,2,14730
Samsung,4000 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8499
Infinix,5000 mAh,7 inch,720 x 1600 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,2,8000
Xiaomi,4000 mAh,6 inch,1080 x 2280 px,8,3000 mb,32 GB,48 MP Rear +  13 MP Front Camera,Android,2,9195
Xiaomi,5000 mAh,6 inch,720 x 1520 px,8,4000 mb,64 GB,12 MP Rear +  8 MP Front Camera,Android,2,7999
Realme,4230 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,6999
Infinix,4000 mAh,6 inch,720 x 1500 px,8,4000 mb,64 GB,13 MP Rear +  13 MP Front Camera,Android,2,9990
Honor,4000 mAh,7 inch,1080 x 2340 px,8,4000 mb,128 GB,48 MP Rear +  16 MP Front Camera,Android,2,13999
Motorola,3500 mAh,6 inch,1080 x 2520 px,8,4000 mb,128 GB,12 MP Rear +  12 MP Front Camera,Android,2,9999
LG,4000 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,8499
Infinix,4000 mAh,6 inch,720 x 1500 px,8,6000 mb,64 GB,13 MP Rear +  13 MP Front Camera,Android,2,10999
Xiaomi,4000 mAh,5 inch,720 x 1440 px,8,2000 mb,16 GB,12 MP Rear +  5 MP Front Camera,Android,2,5499
Infinix,4000 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  32 MP Front Camera,Android,2,7999
Vivo,5000 mAh,6 inch,720 x 1544 px,8,4000 mb,128 GB,13 MP Rear +  20 MP Front Camera,Android,2,11490
Infinix,3500 mAh,6 inch,720 x 1520 px,4,2000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,6999
Oppo,4000 mAh,6 inch,720 x 1560 px,8,2000 mb,32 GB,8 MP Rear +  5 MP Front Camera,Android,2,6670
Oppo,4230 mAh,6 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,7935
Xiaomi,4000 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,12 MP Rear +  32 MP Front Camera,Android,2,7999
Realme,4000 mAh,6 inch,720 x 1560 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5999
Honor,3400 mAh,6 inch,1080 x 2340 px,8,4000 mb,128 GB,24 MP Rear +  32 MP Front Camera,Android,2,10999
Vivo,4500 mAh,6 inch,1080 x 2340 px,8,4000 mb,128 GB,16 MP Rear +  32 MP Front Camera,Android,2,14979
Realme,4230 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,8490
Vivo,4000 mAh,7 inch,1080 x 2340 px,8,6000 mb,64 GB,12 MP Rear +  32 MP Front Camera,Android,2,14990
Xiaomi,3000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4499
Meizu,3010 mAh,6 inch,1080 x 2160 px,8,8000 mb,128 GB,12 MP Rear +  20 MP Front Camera,Android,2,19990
Asus,4000 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,7499
Infinix,4000 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,16 MP Rear +  16 MP Front Camera,Android,1,15999
Infinix,4000 mAh,6 inch,720 x 1500 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,10999
Asus,3000 mAh,5 inch,720 x 1440 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Asus,4000 mAh,,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,5999
Lenovo,3000 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,1,5899
Nokia,3500 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,6850
Honor,4000 mAh,6 inch,720 x 1520 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,7999
Panasonic,3000 mAh,6 inch,1080 x 2246 px,8,6000 mb,128 GB,16 MP Rear +  16 MP Front Camera,Android,2,29999
Realme,4230 mAh,6 inch,720 x 1520 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,7990
BlackBerry,3000 mAh,5 inch,1080 x 1620 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,2,22990
Realme,4230 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8890
Infinix,4500 mAh,6 inch,1080 x 2160 px,8,3000 mb,32 GB,12 MP Rear +  16 MP Front Camera,Android,2,5850
Oppo,3500 mAh,6 inch,1080 x 2340 px,8,6000 mb,64 GB,16 MP Rear +  25 MP Front Camera,Android,2,17990
Oppo,3500 mAh,6 inch,1080 x 2340 px,8,4000 mb,64 GB,16 MP Rear +  16 MP Front Camera,Android,2,11994
Honor,3000 mAh,6 inch,1080 x 2280 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,7499
Huawei,3340 mAh,6 inch,1080 x 2340 px,8,4000 mb,128 GB,16 MP Rear +  24 MP Front Camera,Android,2,21999
Huawei,3750 mAh,6 inch,1080 x 2340 px,8,6000 mb,128 GB,16 MP Rear +  24 MP Front Camera,Android,2,15999
Xiaomi,4000 mAh,6 inch,1080 x 2280 px,8,3000 mb,32 GB,12 MP Rear +  5 MP Front Camera,Android,2,8290
Xiaomi,3000 mAh,5 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5699
Xiaomi,3080 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,12 MP Rear +  16 MP Front Camera,Android,2,7999
Tecno,3750 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,16 MP Rear +  20 MP Front Camera,Android,2,7420
Xiaomi,3000 mAh,5 inch,720 x 1440 px,8,3000 mb,32 GB,12 MP Rear +  5 MP Front Camera,Android,2,7180
Samsung,3500 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,16 MP Rear +  16 MP Front Camera,Android,2,15499
Samsung,3000 mAh,6 inch,720 x 1480 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,9490
Samsung,3500 mAh,6 inch,1080 x 2220 px,8,4000 mb,64 GB,16 MP Rear +  24 MP Front Camera,Android,1,15999
Motorola,5000 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,12 MP Rear +  5 MP Front Camera,Android,2,9399
Nubia,3800 mAh,6 inch,1080 x 2160 px,8,8000 mb,128 GB,24 MP Rear +  8 MP Front Camera,Android,2,24860
InFocus,4000 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,13 MP Rear +  13 MP Front Camera,Android,2,7990
Itel,3000 mAh,6 inch,720 x 1440 px,4,3000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,2,8480
Huawei,3000 mAh,6 inch,1080 x 2280 px,8,4000 mb,64 GB,16 MP Rear +  24 MP Front Camera,Android,2,12800
Vivo,3260 mAh,6 inch,1080 x 2280 px,8,4000 mb,64 GB,16 MP Rear +  24 MP Front Camera,Android,2,13740
Motorola,4000 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8049
Honor,3000 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,7799
Motorola,3000 mAh,6 inch,1080 x 2160 px,8,3000 mb,32 GB,12 MP Rear +  16 MP Front Camera,Android,2,10499
Smartron,5000 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,10500
Oppo,3180 mAh,6 inch,720 x 1440 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,6799
Honor,3000 mAh,6 inch,1080 x 2160 px,8,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,8929
10.or,3500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
InFocus,4000 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,6850
Samsung,3500 mAh,6 inch,1080 x 2220 px,8,6000 mb,64 GB,16 MP Rear +  16 MP Front Camera,Android,1,16900
Gionee,3030 mAh,6 inch,720 x 1440 px,8,4000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,6319
Vivo,3000 mAh,6 inch,720 x 1440 px,8,4000 mb,32 GB,16 MP Rear +  24 MP Front Camera,Android,2,13990
Xiaomi,3080 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  16 MP Front Camera,Android,2,8490
Xiaomi,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7199
Honor,3340 mAh,6 inch,1080 x 2160 px,8,4000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,12722
Honor,3020 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,8499
Gionee,5000 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,2,8890
Vivo,3225 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,16 MP Rear +  24 MP Front Camera,Android,2,10990
Asus,3000 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,16 MP Rear +  12 MP Front Camera,Android,2,25999
LG,3000 mAh,6 inch,1080 x 2160 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,8948
Oppo,3200 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,13 MP Rear +  16 MP Front Camera,Android,2,11990
Smartron,3000 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,5999
Vivo,3000 mAh,6 inch,720 x 1280 px,8,4000 mb,64 GB,13 MP Rear +  20 MP Front Camera,Android,2,12990
Micromax,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5499
Lava,3020 mAh,6 inch,720 x 1280 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,12000
Nubia,3630 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,13 MP Rear +  16 MP Front Camera,Android,2,12990
Cat,3800 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,39999
Coolpad,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,4290
Gionee,4010 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,13 MP Rear +  16 MP Front Camera,Android,2,9999
Sony,2700 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,23 MP Rear +  16 MP Front Camera,Android,2,5994
Sony,2900 mAh,5 inch,1080 x 1920 px,4,4000 mb,32 GB,19 MP Rear +  13 MP Front Camera,Android,2,29990
Gionee,4550 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,13 MP Rear +  20 MP Front Camera,Android,2,994
Motorola,2800 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5450
Honor,3000 mAh,5 inch,1080 x 1920 px,8,4000 mb,64 GB,12 MP Rear +  8 MP Front Camera,Android,2,14933
Vivo,3055 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,16 MP Rear +  20 MP Front Camera,Android,2,12500
Nokia,3000 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,16 MP Rear +  8 MP Front Camera,Android,2,7250
Samsung,3600 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  16 MP Front Camera,Android,2,25900
Samsung,3000 mAh,5 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  16 MP Front Camera,Android,2,18999
Coolpad,2500 mAh,6 inch,720 x 1080 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,8990
Oppo,2900 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,12000
Vivo,3000 mAh,6 inch,720 x 1280 px,8,4000 mb,32 GB,13 MP Rear +  20 MP Front Camera,Android,2,16541
Asus,4100 mAh,6 inch,1080 x 1920 px,8,2000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,8599
Lyf,3200 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,6499
InFocus,3000 mAh,6 inch,1080 x 1920 px,10,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,10999
Honor,3340 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,12 MP Rear +  8 MP Front Camera,Android,2,13999
Intex,3200 mAh,5 inch,720 x 1280 px,1,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5499
Lenovo,5100 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,16999
Lenovo,4000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,8890
Gionee,3150 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,12000
Coolpad,4000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,12639
Oppo,3075 mAh,6 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,15990
BlackBerry,2610 mAh,5 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,11999
Asus,3000 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,5499
Lenovo,4050 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,1,9999
Yu,4000 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Coolpad,3000 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,6249
LeEco,3000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,7990
Vivo,3000 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,17979
Oppo,2850 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,13 MP Rear +  16 MP Front Camera,Android,2,17990
InFocus,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,9990
Lenovo,2750 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5999
Lenovo,2750 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7999
Xolo,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4999
LG,2300 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,7990
Coolpad,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Lenovo,3300 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,8990
Gionee,5020 mAh,6 inch,1080 x 1920 px,8,3000 mb,64 GB,13 MP Rear +  5 MP Front Camera,Android,2,23900
Yu,3000 mAh,5 inch,1440 x 2560 px,8,4000 mb,32 GB,21 MP Rear +  8 MP Front Camera,Cyanogen,2,29999
InFocus,2600 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,2,4990
Gionee,4000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,8 MP Rear +  5 MP Front Camera,Android,2,7499
Gionee,3150 mAh,6 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,15998
Motorola,2470 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,16999
Honor,3000 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7400
Coolpad,3000 mAh,6 inch,720 x 1280 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,9499
HTC,2600 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  4 MP Front Camera,Android,2,6999
Yu,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,4695
Sony,2900 mAh,5 inch,1080 x 1920 px,8,3000 mb,32 GB,23 MP Rear +  5 MP Front Camera,Android,2,45999
Acer,4000 mAh,6 inch,720 x 1280 px,8,3000 mb,32 GB,8 MP Rear +  8 MP Front Camera,Android,2,7190
Xiaomi,2200 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,6999
Asus,5000 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Asus,3000 mAh,6 inch,1080 x 1920 px,4,4000 mb,64 GB,13 MP Rear +  5 MP Front Camera,Android,2,16999
Gionee,5000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4400
Asus,3000 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,12999
Motorola,3000 mAh,6 inch,1440 x 2560 px,6,3000 mb,16 GB,21 MP Rear +  5 MP Front Camera,Android,2,20999
InFocus,2900 mAh,6 inch,1080 x 1920 px,4,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,7916
Xolo,3200 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,11936
Phicomm,2300 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,3238
Coolpad,2700 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,4999
Yu,2230 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Cyanogen,2,8999
Honor,2550 mAh,5 inch,720 x 1280 px,8,2000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,2,8999
Lenovo,2300 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,6399
Lenovo,2900 mAh,6 inch,720 x 1280 px,8,2000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,6666
Motorola,2390 mAh,5 inch,540 x 960 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,1,4999
HTC,2000 mAh,5 inch,540 x 960 px,8,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,9000
Lenovo,2300 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,5000
Asus,3000 mAh,6 inch,1080 x 1920 px,4,4000 mb,64 GB,13 MP Rear +  5 MP Front Camera,Android,1,15999
Xiaomi,2200 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,5399
Lava,4000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,10 MP Rear +  2 MP Front Camera,Android,2,4299
Vivo,1900 mAh,5 inch,480 x 854 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,6539
Micromax,2300 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,2,13895
Honor,3000 mAh,6 inch,720 x 1280 px,4,2000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,2,9999
Xolo,2800 mAh,6 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,6998
Micromax,2000 mAh,5 inch,720 x 1280 px,8,1000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5490
Micromax,1700 mAh,5 inch,480 x 854 px,4,1000 mb,4 GB,5 MP Rear +  2.4 MP Front Camera,Android,2,4795
Karbonn,1700 mAh,5 inch,480 x 854 px,4,1000 mb,4 GB,5 MP Rear +  2.4 MP Front Camera,Android,2,2899
Spice,1700 mAh,5 inch,480 x 854 px,4,1000 mb,4 GB,5 MP Rear +  2.4 MP Front Camera,Android,2,7490
Micromax,2500 mAh,5 inch,720 x 1280 px,8,2000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Nokia,2200 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,10 MP Rear +  0.9 MP Front Camera,Windows,1,19999
HTC,2600 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,25999
Samsung,1860 mAh,5 inch,720 x 1280 px,8,2000 mb,32 GB,12 MP Rear +  2.1 MP Front Camera,Android,1,9999
Xolo,1920 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,5499
Spice,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,4 GB,8 MP Rear +  2 MP Front Camera,Android,2,4999
Xiaomi,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  1.6 MP Front Camera,Android,2,5999
