Brand,Battery_capacity(mAh),Screen_size(inches),Processor,Operating system,Resolution_height(px),Price,Internal_storage(GB),Resolution_width(px),Rear_Camera(MP),Front_Camera(MP),RAM(GB),Number of SIMs
redmi,4000,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
redmi,4000,5,8,android,1080.0,9.740968623038354,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
redmi,4000,5,8,android,1080.0,9.472704636443673,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.6094379124341003,16
mi,3010,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,3.044522437723423,3.044522437723423,1.6094379124341003,16
redmi,4000,5,8,android,1080.0,9.798127036878302,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
mi,3010,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,3.044522437723423,3.044522437723423,1.6094379124341003,16
redmi,3000,5,8,android,720.0,8.81001204797317,2.833213344056216,7.155396301896734,2.1972245773362196,1.791759469228055,0.6931471805599453,16
redmi,4000,5,8,android,1080.0,9.472704636443673,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.6094379124341003,16
redmi,4000,6,8,android,1080.0,9.210340371976184,3.4965075614664802,7.75833346749091,3.8918202981106265,2.6390573296152584,1.3862943611198906,16
redmi,3080,5,8,android,720.0,9.047821442478408,4.174387269895637,7.273092595999522,2.5649493574615367,2.833213344056216,1.6094379124341003,16
redmi,4000,5,8,android,720.0,8.809862805379057,3.4965075614664802,7.273092595999522,2.5649493574615367,1.791759469228055,1.0986122886681098,16
redmi,4000,6,8,android,1080.0,9.392661928770137,4.174387269895637,7.75833346749091,3.8918202981106265,2.6390573296152584,1.6094379124341003,16
redmi,3080,5,8,android,720.0,8.987196820661973,3.4965075614664802,7.273092595999522,2.5649493574615367,2.833213344056216,1.3862943611198906,16
redmi,3080,5,8,android,720.0,9.047821442478408,4.174387269895637,7.273092595999522,2.5649493574615367,2.833213344056216,1.6094379124341003,16
redmi,4000,6,8,android,1080.0,9.210340371976184,3.4965075614664802,7.75833346749091,2.5649493574615367,2.6390573296152584,1.3862943611198906,16
redmi,4000,5,8,android,720.0,8.779557455883728,2.833213344056216,7.273092595999522,2.5649493574615367,1.791759469228055,1.0986122886681098,16
redmi,3000,5,8,android,720.0,8.987196820661973,3.4965075614664802,7.273092595999522,2.5649493574615367,1.791759469228055,1.3862943611198906,16
redmi,4000,6,8,android,1080.0,9.210340371976184,3.4965075614664802,7.75833346749091,2.5649493574615367,2.6390573296152584,1.3862943611198906,16
redmi,4000,6,8,android,1080.0,9.392661928770137,4.174387269895637,7.75833346749091,3.8918202981106265,2.6390573296152584,1.6094379124341003,16
redmi,4000,5,8,android,720.0,8.779557455883728,2.833213344056216,7.273092595999522,2.5649493574615367,1.791759469228055,1.0986122886681098,16
redmi,4000,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
redmi,4000,5,8,android,1080.0,9.472704636443673,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.6094379124341003,16
redmi,4000,6,8,android,720.0,9.032409163483521,3.4965075614664802,7.327123292259293,2.5649493574615367,3.4965075614664802,1.3862943611198906,16
redmi,4000,6,8,android,720.0,8.99850761180784,3.4965075614664802,7.327123292259293,2.5649493574615367,3.4965075614664802,1.3862943611198906,16
redmi,4000,6,8,android,1080.0,9.210340371976184,3.4965075614664802,7.75833346749091,2.5649493574615367,2.6390573296152584,1.3862943611198906,16
redmi,4000,6,8,android,1080.0,9.998797732340453,4.174387269895637,7.75833346749091,3.8918202981106265,3.044522437723423,1.9459101490553132,16
redmi,4000,6,8,android,1080.0,9.210340371976184,3.4965075614664802,7.75833346749091,3.8918202981106265,2.6390573296152584,1.3862943611198906,16
mi,4780,6,8,android,1080.0,10.922352923113982,5.54907608489522,7.75833346749091,4.6913478822291435,3.044522437723423,2.1972245773362196,16
redmi,4000,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
redmi,4000,5,8,android,1080.0,9.740968623038354,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
redmi,4000,5,8,android,1080.0,9.472704636443673,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.6094379124341003,16
mi,3010,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,3.044522437723423,3.044522437723423,1.6094379124341003,16
redmi,4000,5,8,android,1080.0,9.798127036878302,4.174387269895637,7.6783263565068856,2.5649493574615367,3.044522437723423,1.9459101490553132,16
mi,3010,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.6783263565068856,3.044522437723423,3.044522437723423,1.6094379124341003,16
redmi,3000,5,8,android,720.0,8.81001204797317,2.833213344056216,7.155396301896734,2.1972245773362196,1.791759469228055,0.6931471805599453,16
redmi,4100,5,8,android,1080.0,9.546812608597396,4.174387269895637,7.560601162768557,2.6390573296152584,1.791759469228055,1.6094379124341003,16
redmi,5000,6,8,android,720.0,9.047821442478408,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
redmi,5000,6,8,android,720.0,9.047703788498627,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
redmi,5000,6,8,android,720.0,9.209439966733019,4.174387269895637,7.327123292259293,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
redmi,5000,6,8,android,720.0,9.209439966733019,4.174387269895637,7.327123292259293,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
redmi,4000,6,8,android,1080.0,9.336973022909548,4.174387269895637,7.732369222284388,2.5649493574615367,3.044522437723423,1.6094379124341003,16
redmi,4000,6,8,android,1080.0,9.740968623038354,4.859812404361672,7.75833346749091,3.8918202981106265,2.6390573296152584,1.9459101490553132,16
redmi,5000,6,8,android,720.0,9.210340371976184,4.174387269895637,7.327123292259293,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
redmi,5020,6,8,android,1080.0,9.903487552536127,4.859812404361672,7.783640596221253,3.8918202981106265,2.833213344056216,1.9459101490553132,16
redmi,4000,6,8,android,1080.0,9.60245002503719,4.174387269895637,7.75833346749091,2.5649493574615367,2.6390573296152584,1.6094379124341003,16
mi,3010,5,8,android,1080.0,9.546169544733285,4.174387269895637,7.6783263565068856,3.044522437723423,3.044522437723423,1.6094379124341003,16
redmi,4000,5,8,android,720.0,8.809862805379057,3.4965075614664802,7.273092595999522,2.5649493574615367,1.791759469228055,1.0986122886681098,16
redmi,3080,5,8,android,720.0,9.069928218259438,3.4965075614664802,7.273092595999522,2.5649493574615367,2.833213344056216,1.3862943611198906,16
redmi,3080,5,8,android,720.0,9.358760377094455,4.174387269895637,7.155396301896734,2.6390573296152584,2.833213344056216,1.6094379124341003,16
redmi,3080,5,8,android,720.0,8.987196820661973,3.4965075614664802,7.273092595999522,2.5649493574615367,2.833213344056216,1.3862943611198906,16
vivo,5000,6,8,android,1544.0,9.200391041122515,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,5000,6,8,android,1544.0,9.3048320350689,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,5000,6,8,android,1544.0,9.291920358968605,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,4500,6,8,android,1080.0,9.740439071085758,4.174387269895637,7.75833346749091,3.8918202981106265,3.4965075614664802,1.9459101490553132,16
vivo,4500,6,8,android,1080.0,9.740439071085758,4.174387269895637,7.75833346749091,3.8918202981106265,3.4965075614664802,1.9459101490553132,16
vivo,4500,6,8,android,1080.0,9.851720461714246,4.859812404361672,7.75833346749091,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,1080.0,9.851720461714246,4.859812404361672,7.75833346749091,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,5000,6,8,android,1544.0,9.472012088995733,4.174387269895637,6.580639137284949,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,5000,6,8,android,1544.0,9.291920358968605,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,4500,6,8,android,2340.0,9.903037451255743,4.859812404361672,6.985641817639208,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,2340.0,9.903037451255743,4.859812404361672,6.985641817639208,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,2340.0,9.903037451255743,4.859812404361672,6.985641817639208,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4030,6,8,android,720.0,9.103979355984773,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,4030,6,8,android,720.0,9.391244257682517,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,5000,6,8,android,1080.0,9.79762691183662,4.859812404361672,7.75833346749091,2.6390573296152584,2.833213344056216,2.1972245773362196,16
vivo,5000,6,8,android,1080.0,9.79762691183662,4.859812404361672,7.75833346749091,2.6390573296152584,2.833213344056216,2.1972245773362196,16
vivo,5000,6,8,android,1080.0,9.79762691183662,4.859812404361672,7.75833346749091,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,5000,6,8,android,1080.0,9.546169544733285,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.6094379124341003,16
vivo,5000,6,8,android,1080.0,9.79762691183662,4.859812404361672,7.75833346749091,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,4030,6,8,android,720.0,9.071767722112243,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,4030,6,8,android,720.0,9.099408811268901,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,5000,6,8,android,2340.0,9.703572127341126,4.859812404361672,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
vivo,4500,6,8,android,1080.0,10.373209892223665,5.54907608489522,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,1080.0,10.239638308916676,4.859812404361672,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,1080.0,10.239638308916676,4.859812404361672,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,1080.0,10.373209892223665,5.54907608489522,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,1080.0,10.126271039034782,4.859812404361672,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4500,6,8,android,1080.0,10.126271039034782,4.859812404361672,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,5000,6,8,android,1544.0,9.391911647379434,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,4500,6,8,android,2340.0,9.851720461714246,4.174387269895637,6.985641817639208,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,4500,6,8,android,2340.0,9.740439071085758,4.859812404361672,6.985641817639208,2.833213344056216,3.4965075614664802,1.6094379124341003,16
vivo,4500,6,8,android,2340.0,9.903037451255743,4.859812404361672,6.985641817639208,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,4500,6,8,android,2340.0,9.740439071085758,4.859812404361672,6.985641817639208,2.833213344056216,3.4965075614664802,1.6094379124341003,16
vivo,4500,6,8,android,2340.0,9.903037451255743,4.859812404361672,6.985641817639208,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,4030,6,8,android,720.0,9.126958763037132,2.833213344056216,7.327123292259293,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,3700,6,8,android,1080.0,10.01681623784313,4.859812404361672,7.75833346749091,3.8918202981106265,3.4965075614664802,1.9459101490553132,16
vivo,5000,6,8,android,1544.0,9.546169544733285,4.859812404361672,6.580639137284949,2.6390573296152584,3.044522437723423,1.6094379124341003,16
vivo,3700,6,8,android,1080.0,9.957028319464158,4.859812404361672,7.75833346749091,3.8918202981106265,3.4965075614664802,1.9459101490553132,16
vivo,4100,6,8,android,1080.0,10.292145542327912,4.859812404361672,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,4100,6,8,android,1080.0,10.292145542327912,4.859812404361672,7.783640596221253,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,5000,6,8,android,1544.0,9.349319399257634,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,3700,6,8,android,1080.0,10.257659366256743,4.859812404361672,7.75833346749091,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
vivo,3400,6,8,android,1080.0,10.274740715974103,4.174387269895637,7.75833346749091,2.5649493574615367,3.258096538021482,1.9459101490553132,16
vivo,4000,6,8,android,1080.0,10.30865261563529,4.859812404361672,7.748028524432376,2.5649493574615367,2.1972245773362196,2.1972245773362196,16
vivo,3260,6,8,android,720.0,9.546169544733285,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,3260,6,8,android,1080.0,9.740439071085758,3.4965075614664802,7.732369222284388,2.833213344056216,2.833213344056216,1.6094379124341003,16
vivo,4000,6,8,android,1080.0,9.957028319464158,4.174387269895637,7.75833346749091,2.5649493574615367,3.4965075614664802,1.9459101490553132,16
vivo,4030,6,8,android,720.0,9.648659816955295,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,4030,6,8,android,720.0,9.615205300012315,4.174387269895637,7.327123292259293,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,4030,6,8,android,720.0,9.391911647379434,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
vivo,3000,5,8,android,720.0,9.846970109700957,3.4965075614664802,7.273092595999522,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3000,5,8,android,720.0,9.679781342959442,3.4965075614664802,7.273092595999522,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3260,6,8,android,720.0,9.392661928770137,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,3260,6,8,android,1080.0,10.085850775128717,4.174387269895637,7.732369222284388,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3360,6,8,android,720.0,9.093918908958932,2.833213344056216,7.273092595999522,2.1972245773362196,1.791759469228055,1.0986122886681098,16
vivo,4030,6,8,android,720.0,9.679781342959442,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,5000,6,8,android,1544.0,9.3048320350689,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,5000,6,8,android,1080.0,9.615205300012315,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,5000,6,8,android,1080.0,9.546169544733285,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.6094379124341003,16
vivo,5000,6,8,android,1080.0,9.615205300012315,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,5000,6,8,android,1544.0,9.472012088995733,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,5000,6,8,android,1544.0,9.472012088995733,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,3260,6,8,android,1080.0,9.79762691183662,4.174387269895637,7.732369222284388,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,3260,6,8,android,1080.0,9.79762691183662,4.174387269895637,7.732369222284388,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,3260,6,8,android,720.0,9.350189267092581,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,3260,6,8,android,1080.0,9.798127036878302,3.4965075614664802,7.732369222284388,2.833213344056216,2.833213344056216,1.6094379124341003,16
vivo,4030,6,8,android,720.0,9.209439966733019,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,3360,6,8,android,720.0,9.296609807128359,2.833213344056216,7.273092595999522,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,3360,6,8,android,720.0,9.392745258631441,3.4965075614664802,7.273092595999522,2.6390573296152584,1.791759469228055,1.6094379124341003,16
vivo,3225,5,8,android,720.0,10.013507197574677,4.174387269895637,7.273092595999522,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,2730,5,8,android,720.0,9.54652685348758,2.833213344056216,7.155396301896734,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,2730,5,8,android,720.0,9.512664721164834,2.833213344056216,7.155396301896734,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,3260,6,8,android,720.0,9.391911647379434,2.833213344056216,7.327123292259293,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,4030,6,8,android,720.0,9.648659816955295,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,4030,6,8,android,720.0,9.615205300012315,4.174387269895637,7.327123292259293,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,4030,6,8,android,720.0,9.391911647379434,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
vivo,3000,5,8,android,720.0,9.846970109700957,3.4965075614664802,7.273092595999522,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3000,5,8,android,720.0,9.679781342959442,3.4965075614664802,7.273092595999522,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3260,6,8,android,720.0,9.392661928770137,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,3260,6,8,android,1080.0,10.085850775128717,4.174387269895637,7.732369222284388,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3360,6,8,android,720.0,9.093918908958932,2.833213344056216,7.273092595999522,2.1972245773362196,1.791759469228055,1.0986122886681098,16
vivo,4030,6,8,android,720.0,9.679781342959442,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,5000,6,8,android,1080.0,9.546169544733285,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.6094379124341003,16
vivo,5000,6,8,android,1080.0,9.615205300012315,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,5000,6,8,android,1080.0,9.615205300012315,4.174387269895637,7.75833346749091,2.833213344056216,3.4965075614664802,1.9459101490553132,16
vivo,5000,6,8,android,1544.0,9.472012088995733,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,5000,6,8,android,1544.0,9.349319399257634,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,5000,6,8,android,1544.0,9.472012088995733,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,3260,6,8,android,1080.0,9.79762691183662,4.174387269895637,7.732369222284388,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,3260,6,8,android,1080.0,9.79762691183662,4.174387269895637,7.732369222284388,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,3360,6,8,android,720.0,9.296609807128359,2.833213344056216,7.273092595999522,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,3360,6,8,android,720.0,9.392745258631441,3.4965075614664802,7.273092595999522,2.6390573296152584,1.791759469228055,1.6094379124341003,16
vivo,4030,6,8,android,720.0,9.104868739033948,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,4030,6,8,android,720.0,9.103979355984773,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
vivo,3000,5,8,android,720.0,9.61012269694885,3.4965075614664802,7.155396301896734,2.6390573296152584,2.833213344056216,1.3862943611198906,16
vivo,3260,6,8,android,720.0,9.584589972931425,3.4965075614664802,7.327123292259293,2.6390573296152584,1.791759469228055,1.6094379124341003,16
samsung,6000,6,8,android,1080.0,9.769441741907062,4.859812404361672,7.75833346749091,3.8918202981106265,2.833213344056216,1.6094379124341003,16
samsung,5000,6,8,android,720.0,9.711115659888671,4.174387269895637,7.3783837129967145,3.8918202981106265,2.6390573296152584,1.6094379124341003,16
samsung,5000,6,8,android,720.0,9.711115659888671,4.174387269895637,7.3783837129967145,3.8918202981106265,2.6390573296152584,1.6094379124341003,16
samsung,5000,6,8,android,720.0,9.825526011066415,4.174387269895637,7.3783837129967145,3.8918202981106265,2.6390573296152584,1.9459101490553132,16
samsung,5000,6,8,android,720.0,9.825526011066415,4.174387269895637,7.3783837129967145,3.8918202981106265,2.6390573296152584,1.9459101490553132,16
samsung,5000,6,8,android,720.0,9.825526011066415,4.174387269895637,7.3783837129967145,3.8918202981106265,2.6390573296152584,1.9459101490553132,16
samsung,5000,6,8,android,720.0,9.769441741907062,4.174387269895637,7.3783837129967145,3.8918202981106265,2.6390573296152584,1.6094379124341003,16
samsung,6000,6,8,android,1080.0,9.680344001221918,4.174387269895637,7.75833346749091,3.8918202981106265,3.044522437723423,1.6094379124341003,16
samsung,6000,6,8,android,1080.0,9.679781342959442,4.174387269895637,7.75833346749091,3.8918202981106265,3.044522437723423,1.6094379124341003,16
samsung,2600,5,8,android,540.0,8.748304912379623,2.833213344056216,6.8679744089702925,2.1972245773362196,1.791759469228055,0.6931471805599453,16
samsung,6000,6,8,android,1080.0,9.898525260706313,4.859812404361672,7.75833346749091,4.174387269895637,3.4965075614664802,1.9459101490553132,16
samsung,4500,6,8,android,2400.0,10.778956289890028,6.240275845170769,6.985641817639208,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
samsung,4500,6,8,android,2400.0,10.778956289890028,6.240275845170769,6.985641817639208,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
samsung,2000,4,8,android,960.0,8.699681400989514,2.1972245773362196,6.293419278846481,1.791759469228055,1.0986122886681098,0.6931471805599453,16
samsung,3600,5,8,android,1080.0,9.95208722237219,4.174387269895637,7.560601162768557,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
samsung,3000,5,8,android,720.0,9.392328539868899,2.833213344056216,7.155396301896734,2.6390573296152584,1.791759469228055,1.0986122886681098,16
samsung,3000,5,8,android,720.0,9.305286849285137,2.833213344056216,7.155396301896734,2.6390573296152584,1.791759469228055,1.0986122886681098,16
infinix,5000,6,8,android,720.0,9.210340371976184,4.174387269895637,7.3783837129967145,3.8918202981106265,2.1972245773362196,1.6094379124341003,16
infinix,5000,6,8,android,720.0,9.210340371976184,4.174387269895637,7.3783837129967145,3.8918202981106265,2.1972245773362196,1.6094379124341003,16
infinix,5000,6,8,android,720.0,9.104979856318357,4.174387269895637,7.3783837129967145,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
infinix,5000,6,8,android,720.0,9.104979856318357,4.174387269895637,7.3783837129967145,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
infinix,4000,5,8,android,2160.0,9.305650551780507,4.174387269895637,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
infinix,4000,6,8,android,1080.0,9.350102314351341,4.174387269895637,7.75833346749091,3.8918202981106265,2.833213344056216,1.6094379124341003,16
infinix,4000,6,8,android,1080.0,9.350102314351341,4.174387269895637,7.75833346749091,3.8918202981106265,2.833213344056216,1.6094379124341003,16
infinix,4000,5,8,android,2160.0,9.305650551780507,4.174387269895637,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
infinix,4000,6,8,android,720.0,9.305650551780507,3.4965075614664802,7.313886831633462,2.6390573296152584,2.833213344056216,1.3862943611198906,16
infinix,4000,6,8,android,720.0,9.305650551780507,3.4965075614664802,7.313886831633462,2.6390573296152584,2.833213344056216,1.3862943611198906,16
infinix,4500,5,8,android,2160.0,8.948975607841776,4.174387269895637,6.985641817639208,2.5649493574615367,2.833213344056216,1.6094379124341003,16
infinix,4500,5,8,android,2160.0,8.948975607841776,4.174387269895637,6.985641817639208,2.5649493574615367,2.833213344056216,1.6094379124341003,16
infinix,4000,6,8,android,720.0,9.210340371976184,4.174387269895637,7.313886831633462,2.6390573296152584,2.6390573296152584,1.6094379124341003,16
infinix,4000,6,8,android,720.0,9.210340371976184,4.174387269895637,7.313886831633462,2.6390573296152584,2.6390573296152584,1.6094379124341003,16
infinix,4000,6,8,android,720.0,9.210340371976184,4.174387269895637,7.313886831633462,2.6390573296152584,2.6390573296152584,1.6094379124341003,16
infinix,4500,5,8,android,2160.0,8.935903526274423,3.4965075614664802,6.985641817639208,2.5649493574615367,2.833213344056216,1.3862943611198906,16
infinix,4000,5,8,android,1440.0,9.392661928770137,4.174387269895637,6.580639137284949,2.6390573296152584,3.044522437723423,1.6094379124341003,16
infinix,4000,5,8,android,720.0,9.392661928770137,4.174387269895637,7.273092595999522,2.6390573296152584,3.044522437723423,1.6094379124341003,16
infinix,4000,5,8,android,1280.0,9.392661928770137,4.174387269895637,6.580639137284949,2.6390573296152584,3.044522437723423,1.6094379124341003,16
infinix,4000,6,8,android,1600.0,9.047821442478408,4.174387269895637,6.580639137284949,2.833213344056216,2.833213344056216,1.6094379124341003,16
infinix,4000,6,8,android,1600.0,9.047821442478408,4.174387269895637,6.580639137284949,2.833213344056216,2.833213344056216,1.6094379124341003,16
infinix,4000,6,8,android,1600.0,9.047821442478408,4.174387269895637,6.580639137284949,2.833213344056216,2.833213344056216,1.6094379124341003,16
infinix,4500,5,8,android,2160.0,8.935903526274423,3.4965075614664802,6.985641817639208,2.5649493574615367,2.833213344056216,1.3862943611198906,16
infinix,4350,5,8,android,1920.0,9.903487552536127,4.859812404361672,6.985641817639208,2.5649493574615367,2.833213344056216,1.9459101490553132,16
infinix,4000,6,8,android,1520.0,9.169518377455928,3.4965075614664802,6.580639137284949,2.6390573296152584,3.4965075614664802,1.3862943611198906,16
infinix,4000,6,8,android,1520.0,9.169518377455928,3.4965075614664802,6.580639137284949,2.6390573296152584,3.4965075614664802,1.3862943611198906,16
infinix,4000,6,8,android,1520.0,9.169518377455928,3.4965075614664802,6.580639137284949,2.6390573296152584,3.4965075614664802,1.3862943611198906,16
infinix,4000,6,8,android,1600.0,9.169518377455928,4.174387269895637,6.580639137284949,2.833213344056216,3.4965075614664802,1.6094379124341003,16
infinix,4000,6,8,android,1600.0,9.169518377455928,4.174387269895637,6.580639137284949,2.833213344056216,3.4965075614664802,1.6094379124341003,16
infinix,4000,5,8,android,1280.0,9.210340371976184,3.4965075614664802,6.580639137284949,2.6390573296152584,3.044522437723423,1.3862943611198906,16
infinix,4000,5,8,android,1280.0,9.210340371976184,3.4965075614664802,6.580639137284949,2.6390573296152584,3.044522437723423,1.3862943611198906,16
infinix,4000,5,8,android,1440.0,9.210340371976184,3.4965075614664802,6.580639137284949,2.6390573296152584,3.044522437723423,1.3862943611198906,16
infinix,4000,5,8,android,1440.0,9.210340371976184,3.4965075614664802,6.580639137284949,2.6390573296152584,3.044522437723423,1.3862943611198906,16
infinix,4500,5,8,android,2160.0,8.948975607841776,4.174387269895637,6.985641817639208,2.5649493574615367,2.833213344056216,1.6094379124341003,16
